"samaccountname","passwordlastset","passwordneverexpires"
"con-cfqueiroz","16/04/2019 07:07:26","False"
"con-vconceicao","24/04/2019 08:10:48","False"
"con_eder","07/11/2014 16:36:33","False"
"gstepanski","13/09/2019 09:53:17","False"
"agcarvalho","13/02/2020 11:30:41","False"
"lromagnoli","22/08/2019 17:25:03","False"
"con-kbarbosa","22/04/2019 06:53:32","False"
"con-rschimit","07/08/2018 13:04:16","False"
"cb_rogomes","20/09/2013 08:13:42","False"
"con-vinicius.sales","16/12/2019 15:16:32","False"
"CMoreira","20/05/2019 09:44:02","False"
"tlima","16/04/2019 03:15:33","False"
"con-gmartins","03/09/2018 08:47:22","False"
"vazevedo","23/01/2020 08:27:20","False"
"mspereira","03/12/2019 14:11:09","False"
"milena.vasconcelos","09/03/2020 07:09:31","False"
"con-rfoliveira","09/03/2020 14:51:04","False"
"con-layslaschaiene","03/10/2019 08:00:06","False"
"con-l.queiroz",,"False"
"con-jessica.bautitz","11/02/2020 08:13:32","False"
"fdamasio","14/06/2019 13:41:41","False"
"cflorentino","17/10/2019 08:37:19","False"
"dbsantos","22/12/2017 08:29:21","False"
"dcolonese","29/01/2019 10:11:08","False"
"ajsantos","29/07/2019 08:27:35","False"
"jmagalhaes","03/10/2019 14:38:01","False"
"con-anovaes","02/03/2020 08:51:56","False"
"con-cfilho","20/02/2020 16:55:03","False"
"con-ivasconcelos","27/02/2020 10:42:09","True"
"con-paloma.vieira","28/02/2020 07:29:33","True"
"ONeto","27/05/2019 09:43:39","False"
"con-paulo.loureiro","14/10/2019 11:13:41","False"
"rodrigo.coimbra","28/02/2020 09:30:35","False"
"con-desouza","17/02/2020 07:38:15","False"
"olima","27/08/2019 08:16:07","False"
"con-mkmatos","17/02/2020 11:21:22","False"
"_exchsrvr","08/11/2006 12:46:33","True"
"cleal","03/02/2020 07:36:16","False"
"con-mcamelo","15/01/2019 06:13:40","False"
"con-wcosta","03/03/2020 14:15:04","False"
"kemylson.menezes",,"False"
"rsantana","26/09/2019 12:55:35","False"
"lbminarini","30/01/2020 08:11:25","False"
"con-wresende",,"False"
"con-pbotelho","28/02/2020 13:15:11","True"
"con-ccosta","12/12/2019 10:47:22","False"
"gbarbieri","04/12/2018 09:32:06","False"
"con-apavao","10/02/2020 10:09:51","False"
"raiza.pontes","15/03/2020 15:12:58","False"
"ascamara","22/08/2019 07:13:41","False"
"con-asfernandes","03/03/2020 14:26:38","False"
"con-ioliveira","24/12/2019 09:40:45","False"
"alex.rocha","26/09/2019 11:44:54","False"
"mariana.silva","09/03/2020 09:11:21","False"
"con-mamsilva","02/07/2019 08:06:28","False"
"_desinfect","01/04/2009 16:24:44","True"
"luca.albuquerque","20/01/2020 08:58:05","False"
"con-rmoacyr","04/09/2019 13:05:29","False"
"con-lmendes","09/12/2019 17:32:40","False"
"con-ralhomsi","18/09/2019 10:52:55","False"
"alima","04/06/2019 14:19:54","False"
"ronpereira","13/09/2019 11:01:53","False"
"con-e.santos","13/02/2020 07:22:47","False"
"con-anmartins","17/10/2019 13:22:34","False"
"con-monica.silva","10/01/2020 09:27:09","False"
"con-pahmella.nunes","06/03/2020 07:11:31","False"
"lcasali","03/01/2020 12:51:08","False"
"con-wanessa.siqueira","14/02/2020 07:20:26","False"
"iopereira","13/08/2019 08:19:28","False"
"con-cmathyas","07/01/2019 12:32:46","False"
"_vcb","20/08/2010 15:04:25","True"
"erasilva","09/07/2019 11:56:27","False"
"con-juliana.ramos","20/02/2020 11:58:58","False"
"nmiani","17/06/2019 14:00:07","False"
"hsouza","27/08/2019 13:46:54","False"
"con-pcarlos","28/08/2019 09:31:21","False"
"con-dsrocha","17/02/2020 10:48:57","False"
"con-fsilva","28/02/2020 08:29:02","True"
"phscosta","10/01/2018 09:58:08","False"
"mmagalhaes","26/09/2019 16:38:34","False"
"con-pssilva","09/03/2020 07:31:43","False"
"spinto","22/11/2017 08:07:49","False"
"_logwatch","25/11/2010 11:26:31","True"
"leonardo.pinheiro",,"False"
"con-daniella.silva","10/02/2020 11:18:45","False"
"con-acsilva","05/08/2019 08:31:06","False"
"soaraujo","09/05/2019 08:18:20","False"
"cachagas","27/05/2019 08:36:31","False"
"tftavares","10/06/2019 09:30:45","False"
"andssilva","08/04/2019 13:46:42","False"
"csouza","19/08/2019 16:29:39","False"
"FMarques","10/11/2017 07:36:22","False"
"con-msuque","26/08/2019 10:11:15","False"
"CBorges","27/06/2019 09:45:41","False"
"con-pvinicius","13/12/2019 11:36:06","False"
"con-almoreira","28/09/2018 14:51:54","False"
"con-mirodrigues","03/01/2019 08:06:27","False"
"mlsousa","21/11/2019 12:15:34","False"
"valdelir.peixoto",,"False"
"GZanette","24/12/2019 07:31:00","False"
"_IBMON","18/01/2005 07:19:05","True"
"con-irsilva","31/08/2018 08:52:37","False"
"tarcisio.oliveira",,"False"
"con-rafael.geraldi",,"False"
"con-jcsantos","07/01/2019 12:48:39","False"
"janfsantos","06/02/2020 15:04:50","False"
"gjoca","23/05/2019 15:28:03","False"
"con-lbbraga","11/04/2019 14:20:31","False"
"lfurtado","17/05/2019 11:22:33","False"
"con-mjunior","20/05/2019 13:02:54","False"
"con-matheus.lacerda","11/03/2020 13:52:09","False"
"mcgrodrigues","06/05/2019 07:45:35","False"
"con-fjose","28/11/2018 08:17:32","False"
"amalagon","28/11/2019 11:25:29","False"
"con-luan.santos","10/02/2020 15:19:09","False"
"rrsouza","25/04/2019 10:12:39","False"
"aasilva","16/04/2019 09:22:22","False"
"con-cazevedo","03/03/2020 15:54:52","False"
"mprates","03/01/2020 09:01:01","False"
"con-fsantos","03/04/2019 11:56:05","False"
"con-jessica.firmino","11/02/2020 08:08:27","False"
"_monitor","14/09/2009 08:05:19","True"
"lfirpe","13/02/2020 08:04:14","False"
"pedoliveira","13/05/2019 14:45:06","False"
"con-vitoria.ferreira","15/01/2020 09:27:35","False"
"con-dcamargos","26/12/2019 16:01:19","False"
"rantonio","28/11/2019 12:50:23","False"
"con-cfpereira","02/03/2020 10:39:51","False"
"_xerox","24/01/2008 12:27:52","False"
"ebsousa","01/04/2019 13:57:47","False"
"con-mflorentino","02/03/2020 10:42:33","False"
"apereira","02/05/2019 08:15:12","False"
"csoares","03/01/2020 07:08:08","False"
"con-lucbarbosa","05/09/2019 10:28:21","False"
"con-gmsantos","16/09/2019 12:24:47","False"
"con-vncosta","21/02/2020 08:32:49","False"
"con-rafaela.cardoso","11/03/2020 07:59:29","False"
"jcalaido","18/03/2019 08:53:51","False"
"_sags","22/11/2010 16:19:30","True"
"con-acbsilva","09/05/2019 10:49:17","False"
"ccorrea","17/01/2020 14:07:27","False"
"con-rbenjo","03/09/2018 15:02:42","False"
"con-jgsantos","17/03/2020 08:17:17","False"
"con-luana.lopes","27/02/2020 08:05:38","True"
"remartins","19/02/2018 09:46:36","False"
"con-rafael.sousa","27/02/2020 13:02:10","True"
"jamartins","12/09/2019 17:10:04","False"
"con-mribeiro","02/03/2020 12:33:28","False"
"lcarvalho","02/01/2019 09:31:57","False"
"con-aline.dutra","23/01/2020 07:23:10","False"
"LMelo","10/05/2019 12:09:33","False"
"hrodrigues","28/11/2019 08:36:41","False"
"edsantos","22/10/2018 05:58:48","False"
"con-gnoronha","10/03/2020 14:22:32","False"
"con-ksouza","16/10/2019 08:21:21","False"
"jefferson.silva",,"False"
"con-massouza","07/01/2019 13:22:28","False"
"con-jcandido","08/01/2019 08:29:13","False"
"con-jsobrinho","10/01/2019 07:44:42","False"
"con-jrpereira","26/09/2019 17:03:02","False"
"con-irolemberg","11/11/2015 14:32:38","False"
"aduarte","23/07/2019 06:38:19","False"
"mazevedo","07/05/2019 08:08:44","False"
"ayamada","15/04/2019 09:32:51","False"
"daferreira","11/10/2019 12:44:52","False"
"con-vcosta","09/09/2019 08:07:10","False"
"con-amsouza","16/04/2019 09:20:21","False"
"_virtadmin","23/07/2009 15:32:17","True"
"con-elislaine.andrad","10/03/2020 11:23:41","False"
"con-marcelo.castro",,"False"
"con-felipe.lima","19/12/2019 15:18:56","False"
"con-camila.silva","03/03/2020 07:54:33","False"
"con-gsoliveira","08/10/2018 09:32:55","False"
"con-tpereira",,"False"
"con-mtlopes","05/12/2018 09:42:32","False"
"Con_adriano","07/12/2015 09:43:52","False"
"con-braulio.corrêa",,"False"
"con-lwagner","27/12/2018 15:32:18","False"
"con-gpavanelli",,"False"
"con-aoliveira","05/02/2019 11:10:51","False"
"socarvalho","17/10/2019 10:16:16","False"
"con-glsilva","31/01/2019 07:43:08","False"
"con-mbarbosa","06/03/2020 09:26:41","False"
"_password","23/07/2009 15:32:15","True"
"JSilva","16/05/2019 07:17:46","False"
"con-silvia.santos",,"False"
"lgcampos","07/02/2019 12:51:36","False"
"lgferreira","13/11/2019 11:44:22","False"
"jevangelho","03/10/2019 10:21:23","False"
"con-jorge.ferreira",,"False"
"con_tomaselli","05/10/2015 14:06:22","False"
"smattos","02/01/2020 10:04:40","False"
"con-ycsantos","28/02/2020 12:58:56","True"
"con-easilva","28/08/2018 07:09:02","False"
"con-mdomingues","28/03/2018 12:18:24","False"
"gnoliveira","19/08/2019 07:55:52","False"
"con-wjsouza","27/11/2018 10:28:30","False"
"con-rpacheco","31/03/2015 11:30:14","False"
"con-mpimenta","11/11/2019 13:00:38","False"
"con-luana.messias","05/03/2020 13:36:48","False"
"con-denise.manfrinat",,"False"
"con-rgastaldo",,"False"
"fmarcicano","02/12/2019 09:52:11","False"
"lcosta","09/08/2019 07:27:29","False"
"mgambardella","24/04/2019 10:01:52","False"
"con-carlos.miranda","11/02/2020 07:50:00","False"
"con-cintia.lima","25/11/2019 08:02:23","False"
"con-sebastiana.couti","04/03/2020 14:00:07","False"
"con-cwodtke","15/09/2014 17:40:15","False"
"lrncosta","23/05/2019 08:51:34","False"
"con-lalmeida",,"False"
"con-eduardo.braga","13/02/2020 08:32:39","False"
"mrodrigues","26/04/2019 12:20:21","False"
"con-pbrunelli",,"False"
"con-dcarriel","27/07/2018 10:03:32","False"
"con-carol.bonifacio","03/01/2020 09:36:22","False"
"handrade","02/12/2019 09:07:24","False"
"ccanuto","13/09/2019 13:32:01","False"
"marlima","20/03/2020 14:01:19","False"
"con-wfribeiro","26/06/2019 09:04:59","False"
"con-gavila","19/09/2016 08:44:15","False"
"con-nbispo",,"False"
"con-jaalves","05/02/2020 09:31:44","False"
"con-lara.peres","04/03/2020 12:32:27","False"
"afbarbosa","31/05/2019 07:42:18","False"
"con-iabreu","20/02/2020 14:21:37","False"
"rmontenegro","05/09/2014 10:27:23","False"
"con-cbrandao","27/02/2020 08:21:16","True"
"con-pprietsch","08/02/2019 07:57:10","False"
"lossilva","06/09/2018 09:33:46","False"
"rbarankievicz","05/01/2020 21:59:05","False"
"jevsilva","09/07/2018 08:52:31","False"
"con-andressa.machado","10/02/2020 12:04:49","False"
"con-lupsilva","26/12/2018 08:12:31","False"
"CTronco","03/02/2020 08:48:52","False"
"jsaraiva","09/10/2018 14:33:52","False"
"con-ttoresan","25/10/2019 07:56:53","False"
"silvia.godoy","18/02/2020 14:02:00","False"
"con-sesouza","20/02/2020 09:13:52","False"
"tassio.santana","09/12/2019 08:18:43","False"
"con-andressa.oliveir","17/03/2020 12:30:12","False"
"jscott","21/12/2017 08:41:14","False"
"manoliveira","29/04/2019 09:35:03","False"
"con-assouza","23/03/2020 10:34:36","False"
"victor.ramos","02/03/2020 09:34:58","False"
"con-apbarbosa","24/09/2014 10:06:53","False"
"pgferreira","10/05/2019 10:21:10","False"
"con-elisa.figueiredo","02/03/2020 12:41:07","False"
"jasilva","22/04/2019 08:09:42","False"
"cvalves","12/07/2019 13:04:05","False"
"hmaia","02/03/2020 07:54:53","False"
"ansalves","03/05/2019 10:24:02","False"
"essantos","17/10/2019 05:31:41","False"
"vsantos","13/01/2020 11:59:04","False"
"con-ufreitas","21/11/2018 08:15:10","False"
"con-bcruz","30/01/2020 07:41:45","False"
"azaraujo","02/01/2020 09:22:43","False"
"wagner.sobrinho",,"False"
"lcmenezes","27/01/2020 09:03:45","False"
"con-jcruz","12/06/2019 11:49:56","False"
"con-jsantana",,"False"
"con-jose.silva","28/02/2020 07:59:09","True"
"csedrez","02/10/2019 14:30:18","False"
"acabreu","06/05/2019 08:10:01","False"
"djacobsen","24/10/2019 06:09:02","False"
"rpsantana","28/08/2017 15:33:12","False"
"jpinto","04/01/2019 06:56:40","False"
"con-mfdias","19/03/2020 10:34:27","False"
"guilherme.machado",,"False"
"con-bianca.sonnewend","03/10/2019 10:13:19","False"
"janaina.santos","19/12/2019 09:08:10","False"
"MGianini","28/05/2019 10:22:45","False"
"cfreitas","17/02/2020 07:55:46","False"
"con-icosta","20/03/2020 17:55:53","False"
"con-rgreis","25/07/2019 16:04:57","False"
"vnobrega","25/11/2019 08:49:49","False"
"con-ealves","22/03/2019 06:47:20","False"
"mlbsouza","31/10/2019 08:10:02","False"
"MCapella","09/05/2019 11:16:33","False"
"con-avoliveira","06/06/2019 09:18:45","False"
"con-maria.lima","10/03/2020 08:53:27","False"
"con-treinamento.cont",,"False"
"con-vvale","24/09/2014 10:15:52","False"
"jreis","12/09/2017 09:46:31","False"
"potsuka","25/07/2019 08:52:12","False"
"con-mayara.lima","20/03/2020 10:18:34","False"
"ltalina","14/05/2013 09:04:57","False"
"con-jsantos","23/02/2020 16:25:27","False"
"jsuares","29/04/2019 09:54:22","False"
"con-lfmattos","17/02/2020 13:22:48","False"
"rnunes","04/09/2019 13:16:11","False"
"alyoliveira","01/07/2019 09:02:54","False"
"con-wsoliveira","27/02/2020 09:16:32","True"
"pedro.bartras","17/01/2020 08:23:11","False"
"con-gsouza","18/02/2020 08:03:05","False"
"dravache","15/12/2017 08:45:20","False"
"jlmartins","30/04/2019 15:01:37","False"
"dsawada","08/04/2019 09:21:53","False"
"con-lsilveira","14/11/2018 07:49:47","False"
"jonathan.soares",,"False"
"flryck","04/03/2016 11:41:16","False"
"akruger",,"False"
"jonsilva",,"False"
"gisilva","22/03/2019 18:25:35","False"
"tirigoyen",,"False"
"con-sduarte","08/11/2018 10:32:54","False"
"rcorrea","26/02/2020 09:44:20","False"
"con-hmichel","05/03/2020 08:02:10","False"
"RLima","25/01/2016 09:12:07","False"
"tfcsilva","06/05/2019 07:51:35","False"
"con-lboaventura","04/03/2020 08:16:42","False"
"con-emanuelle.bitten","24/01/2020 11:59:50","False"
"con-g.dantas","17/02/2020 13:36:30","False"
"con-ancsouza","18/03/2020 06:33:49","False"
"fhsantos","06/07/2019 06:59:48","False"
"con-bruna.cardoso","19/03/2020 15:40:36","False"
"scamara","18/11/2016 10:16:11","False"
"mniazi","10/06/2019 16:23:30","False"
"con-disantos","13/03/2020 18:19:52","False"
"f.carvalho","18/10/2019 07:31:21","False"
"con-jgsilva","04/10/2018 09:05:48","False"
"aabatista","14/02/2020 10:36:09","False"
"con-lemelo","11/02/2020 10:58:42","False"
"con-gmgomes","31/05/2019 09:36:05","False"
"con-helena.nedir","23/01/2020 09:16:47","False"
"con-amoura","26/04/2019 08:13:24","False"
"Pdamico","06/06/2019 10:43:49","False"
"con-aviana","04/03/2020 09:18:13","False"
"con-pbensaaada","26/04/2017 10:39:57","False"
"lviter","23/05/2018 11:36:33","False"
"con-thiago.figueired","16/03/2020 11:01:56","False"
"con-kmsilva","11/10/2019 11:09:16","False"
"con-afarias","03/03/2020 10:01:49","False"
"lccarvalho","23/10/2017 09:06:00","False"
"ellsilva","27/05/2019 07:41:31","False"
"gilvan.fernandes",,"False"
"con-vivianny.ramalho","03/03/2020 14:53:47","False"
"con-catia.barbosa","12/02/2020 08:26:52","False"
"con-dcasale","19/03/2020 10:56:22","False"
"cisalves","06/02/2020 13:54:01","False"
"jqandrade","22/11/2019 08:52:58","False"
"con-ismail.silva","01/03/2020 09:25:41","True"
"con-caraujo","25/03/2020 08:16:48","False"
"mcsilva","10/06/2019 09:51:47","False"
"suportesap","09/06/2016 08:06:54","True"
"con-aisilva","18/10/2019 14:09:57","False"
"vmbatista","29/08/2019 11:48:05","False"
"con-visilva","31/07/2019 07:42:30","False"
"con-gleite","18/03/2020 08:07:27","False"
"con-vasouza","27/12/2019 14:46:23","False"
"con-eengels","23/09/2019 13:15:17","False"
"tnboin","21/11/2018 14:04:52","False"
"con-crjunior","06/03/2020 10:06:24","False"
"con-fcicarano","03/08/2019 08:27:44","False"
"con-rcsantos","12/09/2018 09:36:17","False"
"con-jfortes","01/10/2018 10:55:13","False"
"con-rferraz","10/08/2018 09:32:56","False"
"con-francieli.zorzi","20/01/2020 13:56:44","False"
"rosantos",,"False"
"con-bmachado",,"False"
"rpsanches","11/03/2019 09:46:44","False"
"con-acpaula","22/07/2019 08:02:45","False"
"con-gmaion","05/07/2019 07:11:07","False"
"con-sosantos","05/08/2019 13:10:27","False"
"con-imacedo","09/09/2019 08:06:11","False"
"con-lpetrocino","01/10/2019 08:23:11","False"
"fsantoro","17/04/2017 15:06:46","False"
"con-igsouza","16/10/2019 00:23:38","False"
"con-cmota","09/03/2020 09:23:44","False"
"mclima","10/03/2017 15:55:07","False"
"fsousa","11/11/2019 11:21:48","False"
"aae","22/02/2017 08:50:23","False"
"con-nicolau.carnaval",,"False"
"ERibeiro","29/04/2019 08:25:24","False"
"jesoliveira",,"False"
"con-tconceicao","19/02/2020 15:17:53","False"
"con-bcastro","02/08/2019 09:40:39","False"
"con-aagaspar","22/08/2019 09:58:36","False"
"con-lucas.resende","27/02/2020 08:09:01","True"
"con-jsene","02/10/2019 09:16:26","False"
"fapmoura","04/07/2019 14:04:57","False"
"con-wmonteiro","24/05/2019 10:49:28","False"
"con-losilva","31/05/2019 12:02:34","False"
"msgoncalves","26/04/2019 06:13:33","False"
"con-lais.silva","17/03/2020 07:57:51","False"
"ncampos","03/05/2019 13:19:00","False"
"con-bdouek","24/05/2019 15:15:51","False"
"con-vbraga","26/07/2019 13:57:53","False"
"con-lowrena.sara","10/02/2020 08:15:24","False"
"con-bruno.silva","13/03/2020 16:48:26","False"
"con-evinhas","20/02/2020 08:30:23","False"
"con-geovana.farias","10/02/2020 11:10:33","False"
"tborba","06/06/2019 10:05:20","False"
"con-besteves","20/01/2020 08:39:26","False"
"con-dfevrier","25/06/2019 17:14:56","False"
"con-pnobre","27/12/2019 09:31:02","False"
"con-ngoncalves","25/02/2019 13:58:49","False"
"con-jussara.souza","24/02/2020 10:10:33","True"
"con-gcosta","29/12/2018 10:47:57","False"
"claudio.junior",,"False"
"gjcosta","27/08/2019 15:07:54","False"
"con-w.carneiro","03/03/2020 08:16:57","False"
"bvaz",,"False"
"con-ecutrim","20/08/2019 17:58:20","False"
"con-crsantos","13/03/2020 07:59:54","False"
"con-cfreitas","20/09/2019 14:27:52","False"
"con-simone.araujo","11/03/2020 09:07:13","False"
"vcaldas","25/04/2019 15:23:21","False"
"con-fnunes","12/11/2019 17:46:33","False"
"con-ccunha","16/08/2019 09:58:44","False"
"con-aramos","03/06/2019 07:12:23","False"
"con-lfalves","14/01/2020 17:01:12","False"
"con-thiago.pantoja","27/02/2020 09:38:00","True"
"con-gizelly.carvalho","28/02/2020 09:03:58","True"
"con-cmusigmann","17/07/2019 15:41:45","False"
"FDaoualibi","04/12/2019 09:28:17","False"
"Matella","13/05/2019 09:22:32","False"
"wcorreia","02/05/2019 13:26:47","False"
"wansantos","07/05/2019 09:05:35","False"
"con-vbergamasco","02/05/2019 13:32:58","False"
"con-lusilva","09/07/2019 15:51:10","False"
"con-mfernandes","08/11/2018 09:44:19","False"
"rlrodrigues","25/04/2019 09:28:07","False"
"con-trsilva","22/10/2019 07:12:50","False"
"con-lsepulveda","12/03/2020 13:35:46","False"
"con-malves","13/02/2020 11:03:56","False"
"bruno.pacheco",,"False"
"wsousa","06/06/2019 07:29:55","False"
"con-mbeak","15/07/2019 11:01:49","False"
"vsouza","02/03/2020 07:12:06","False"
"con-jmendes",,"False"
"wemerson.santos",,"False"
"con-bazevedo","13/01/2020 12:07:11","False"
"con-nsilva","24/05/2019 15:49:02","False"
"con-exavier",,"False"
"jielo","19/09/2019 11:02:19","False"
"cvieira","29/04/2019 09:09:50","False"
"con-rnjunior","17/05/2019 13:45:59","False"
"con-rcoutinho","24/05/2019 15:53:40","False"
"con-enagasaki",,"False"
"con-wsantanna","03/02/2020 08:39:34","False"
"con-scosta","10/07/2019 09:35:19","False"
"con-rsantos","24/05/2019 15:27:43","False"
"con-jgoto",,"False"
"con-rgsantos",,"False"
"vbsilva","12/08/2019 13:46:39","False"
"rmsantos","28/10/2019 08:18:08","False"
"con-fdib","06/02/2020 15:11:47","False"
"con-cpsoares","16/05/2019 16:22:27","False"
"con-tysouza","15/07/2019 11:00:23","False"
"con-poliveira",,"False"
"gstahl","24/03/2019 12:47:40","False"
"bruno.massei","25/11/2019 10:48:22","False"
"con-tmartins","19/06/2019 18:09:16","False"
"losantos",,"False"
"jlouzada","11/03/2016 09:47:06","False"
"con-vsantoro","20/08/2019 17:53:13","False"
"con-fasilva",,"False"
"con-eduardo.ribeiro","02/03/2020 10:03:10","False"
"remoreira","22/02/2020 14:19:39","False"
"con-aroliveira","13/11/2019 11:06:04","False"
"con-jccsilva","13/01/2020 08:38:40","False"
"con-jefferson.souza","05/09/2019 09:21:37","False"
"con-eluz","21/02/2020 08:11:04","False"
"con-joão.firmino",,"False"
"eborella","13/08/2019 12:55:36","False"
"ivo.sobrinho","16/10/2019 14:38:22","False"
"con-acarvalho","17/02/2020 08:14:04","False"
"japereira","24/05/2019 14:56:03","False"
"con-davi.miranda","02/03/2020 13:34:21","False"
"VFilippe","27/09/2019 11:24:14","False"
"frmoreira",,"False"
